asset_path,shape,source_center_x,source_center_y,source_width,source_height,source_x,source_y,manifest
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\71.png,triangle,336.5,510.0,99,126,269,429,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\72.png,triangle,601.5,562.0,111,146,528,471,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\73.png,triangle,596.5,108.5,105,149,526,16,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\74.png,triangle,331.5,87.0,105,144,261,0,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\75.png,triangle,356.0,571.5,94,143,291,482,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\76.png,triangle,605.0,566.5,114,155,530,471,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\77.png,triangle,596.5,101.0,99,146,529,10,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\78.png,triangle,344.5,76.5,117,153,268,0,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\79.png,triangle,337.0,576.5,100,139,269,489,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\8.png,triangle,585.0,521.5,98,111,518,448,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\80.png,triangle,594.0,585.0,106,136,523,499,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\81.png,triangle,557.0,81.5,112,155,483,0,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\82.png,triangle,332.0,114.0,124,144,252,24,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\83.png,triangle,350.5,564.5,121,163,272,465,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\84.png,triangle,593.5,574.5,97,131,527,491,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\85.png,triangle,549.0,102.5,138,169,462,0,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\86.png,triangle,424.5,481.5,129,127,342,400,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\87.png,triangle,426.5,473.0,109,120,354,395,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\88.png,triangle,413.5,480.0,111,114,340,405,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\89.png,triangle,420.0,471.5,106,121,349,393,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\9.png,triangle,601.0,478.0,106,140,530,390,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\90.png,triangle,423.0,482.0,118,124,346,402,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\91.png,triangle,584.5,416.0,121,138,506,329,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\92.png,triangle,570.5,414.5,113,109,496,342,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\93.png,triangle,569.0,414.5,120,129,491,332,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\94.png,triangle,571.5,428.5,121,137,493,342,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\95.png,triangle,588.0,427.5,114,145,513,337,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\96.png,triangle,577.5,147.0,131,154,494,52,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\97.png,triangle,547.5,150.5,129,131,465,67,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\98.png,triangle,543.0,154.0,122,128,464,72,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\99.png,triangle,536.0,155.5,120,133,458,71,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
